#
# [ASteCA v0.4.2-dev]
#
# Created:  [2021-06-25 16:14:28]
# Modified: [2021-06-25 20:46:49]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# r_c: Core radius (3-P King profile).
# r_t: Tidal radius (3-P King profile).
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#           fitted King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#         background.
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of samples used to estimate the parameters values.
#
NAME                                  c_x        c_y       r_cl        r_c       rc16       rc84        r_t       rt16       rt84      CI   n_memb_k     n_memb     a_f     z_mean      z_MAP   z_median     z_mode     z_16th     z_84th      z_std  z_R^2     a_mean      a_MAP   a_median     a_mode     a_16th     a_84th      a_std  a_R^2     E_mean      E_MAP   E_median     E_mode     E_16th     E_84th      E_std  E_R^2     d_mean      d_MAP   d_median     d_mode     d_16th     d_84th      d_std  d_R^2     M_mean      M_MAP   M_median     M_mode     M_16th     M_84th      M_std  M_R^2     b_mean      b_MAP   b_median     b_mode     b_16th     b_84th      b_std  b_R^2         Nt
03/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.74 0.00610986  0.0041572 0.00466858  0.0045202 0.00278935 0.00965326 0.00452978   0.82    8.55525    8.57373    8.57598    8.57909    8.40464    8.67675   0.146261   0.96   0.616596   0.634161   0.615929    0.61103   0.594079   0.640639   0.023726    1.0    12.9838    12.9756    12.9966    12.9895    12.7795    13.2436   0.293747   0.96    7696.97    9886.15    7509.65     7117.4    4901.73    10606.9    2901.69   0.99   0.904504   0.968138   0.942232   0.971721   0.832904   0.985212    0.13056    0.6   3.10E+00
02/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.73 0.00264548 0.00154737 0.00168122 0.00143164 0.000488743 0.00390833 0.00326913   0.61    8.72731    8.75373    8.73538    8.72918    8.59486    8.92062   0.167531   0.91   0.612351   0.604201   0.610702   0.605478   0.589743   0.637557  0.0237921    1.0    12.1871    12.0028    12.0841    12.0116    11.8566    12.5614   0.336038   0.93    1691.81    1145.32    1535.29    1326.56    1156.09    2281.31    556.158   0.92        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
01/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.73 0.00116463 0.000404564 0.000931542 0.000386685 0.00030921   0.001513 0.00161867   0.45    8.81849    8.92901    8.87767    8.91876    8.69422    8.92975   0.137761   0.77   0.635202   0.653721   0.634671   0.629004   0.619492   0.653632  0.0185211   0.99    11.8978    11.7987     11.856    11.8079    11.7534    12.0368   0.172775   0.87    1370.36    1685.18     1309.4     1220.4    1040.36    1705.79    369.606   0.98        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
04/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.73  0.0119038  0.0107284  0.0106533     0.0011 0.000672064  0.0272088  0.0106316   0.85    8.75252    8.82898    8.79802    8.75501    8.56991    9.15328   0.353326   0.91   0.713327   0.672298   0.695238   0.680925   0.662965   0.748503   0.089574   0.79    12.2385    12.3553    12.3677    12.4079    11.5884    12.8607   0.529204   0.92     1565.0    1453.81    1527.24     1425.9    1225.94     1943.7    364.998   0.99        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
06/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.73 0.00611759 0.00168176 0.00178027 0.00164054 0.00129342  0.0163628 0.00946809   0.54    9.16025    9.28352    9.27987    9.28315    8.77355    9.30583   0.249116   0.66   0.586147   0.569552   0.575454   0.572005   0.547154   0.639612  0.0494823    0.9    11.9073    11.7145    11.7118    11.6799    11.6025    12.6333   0.495398    0.7    2267.45    1729.44    2102.99    1988.38    1627.75    2842.17    861.696   0.74   0.422061   0.364456   0.427502   0.439339   0.267349   0.563687   0.142944   0.99   3.10E+00
07/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.73  0.0267503  0.0292574  0.0294158  0.0294211  0.0238121  0.0298452 0.00616337   0.54    8.30201    8.27817    8.28449    8.28149    8.25274    8.36069  0.0582494   0.88    0.50936   0.506778   0.504509   0.502762   0.488254   0.530288  0.0237077   0.92    13.3636    13.4484    13.4331    13.4552    13.2084    13.5065    0.20307    0.8    1678.18    1811.76    1717.63    1784.89    1439.25    1856.45    209.405   0.97        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
05/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.74 0.00348955  0.0010802 0.000969555 0.000848174 0.000706924 0.00468264 0.00614403   0.51    9.22418    9.34729     9.3262    9.35557    9.03843    9.36835   0.241418   0.66   0.599566   0.604828   0.598407   0.600341   0.565126   0.627405  0.0500845   0.87     11.678    11.5385    11.5273    11.5181    11.4159    12.0399    0.42715    0.7    1933.31     1883.4    1898.72     1896.0    1617.94    2171.73    386.803   0.89        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
09/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.74  0.0147999  0.0132996  0.0136291  0.0135685  0.0101648  0.0209572 0.00640279   0.87    8.35607    8.36704    8.34494    8.34612    8.29228    8.40907   0.083236   0.82   0.561966   0.553785   0.565337   0.569851   0.526683   0.586597  0.0337547   0.95    13.3324    12.8896    13.3745    13.4044     13.061     13.543   0.313833   0.94    5329.08    1664.87    4688.23    2845.52    2260.52     8675.6    3026.37   0.93   0.666234   0.210416   0.770227   0.894595   0.290379   0.957571   0.287565   0.89   3.10E+00
08/haf14                        -0.025187  -0.002417   0.172267        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.74  0.0181083  0.0120482  0.0158568  0.0143613   0.011809    0.02666 0.00693332   0.88    8.36259    8.36607    8.35885    8.36186    8.28922     8.4124  0.0766549    0.9   0.541578   0.559898   0.537417   0.531187   0.514379   0.565772  0.0303067   0.91    13.2305    12.9851    13.2098      13.17    13.0058    13.4995   0.278955   0.93    2488.56    1973.66    2507.19    2589.84    1935.97    3019.03    479.181   0.99        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00

