id x y V eV BV eBV UB eUB VI eVI ra dec d_arcsec
12193 3995.7 3.601 20.062 0.041 1.217 0.068 "" "" 1.313 0.046 118.30076024796304 -38.46101823592441 12.1357
12497 4082.64 52.526 20.413 0.057 0.827 0.095 -0.121 0.149 1.834 0.086 118.28732792068826 -38.45518791675782 5.3655
12568 3171.29 1719.92 20.989 0.094 1.902 0.525 "" "" 2.398 0.097 118.42542632028547 -38.25279560601867 8.0005
13367 4100.72 3994.57 20.337 0.033 1.217 0.062 "" "" 1.553 0.044 118.27965418241008 -37.97876323765708 11.6945
13449 2977.38 1752.94 20.841 0.089 -0.264 0.135 "" "" 1.66 0.109 118.4552092014869 -38.24861999680211 10.5573
14245 4103.04 4040.72 20.499 0.04 1.034 0.07 "" "" 1.515 0.049 118.27924007751808 -37.973187683437 8.6243
14262 4108.71 2208.96 19.904 0.073 1.846 0.111 "" "" 0.804 0.078 118.28064165377265 -38.194582604890456 6.5340
14869 0.01 611.452 19.442 0.148 2.566 0.184 "" "" "" "" 118.91455336762303 -38.3837452652442 5.8954
15412 3307.37 3746.38 20.37 0.286 1.271 0.312 "" "" 1.176 0.273 118.40198155454824 -38.008003982796325 6.4342
16340 1026.33 2166.53 20.988 0.107 1.571 0.21 "" "" 1.931 0.12 118.75477244860188 -38.196773866429965 5.6306
16964 159.547 659.553 20.146 0.342 1.969 0.421 "" "" "" "" 118.88995645409307 -38.37808370663753 9.4710
17183 3035.09 1918.92 20.849 0.054 1.326 0.108 "" "" 1.477 0.064 118.44612723260153 -38.228614367874236 8.1480
17723 3.424 68.035 20.795 0.057 1.135 0.098 "" "" 1.06 0.08 118.91470279144394 -38.449426788343445 8.0755
18172 3858.05 1320.94 19.708 0.451 2.217 0.532 "" "" 0.109 0.434 118.32029605715047 -38.30167132975879 5.8942
18753 4105.68 2918.76 21.368 0.075 1.458 0.212 "" "" 1.875 0.083 118.28022665002234 -38.108792125293746 15.3648
19175 921.435 4019.76 20.957 0.094 1.918 0.517 "" "" 0.721 0.194 118.76860528839718 -37.97268950376951 8.9580
19179 1312.12 278.601 21.479 0.286 -0.367 0.341 "" "" 1.428 0.279 118.71316055277155 -38.425224364283565 5.9547
19512 3010.59 964.181 21.21 0.071 1.18 0.138 "" "" 1.46 0.076 118.4510804484232 -38.343982346255885 6.4576
19527 4104.92 3168.43 21.252 0.057 1.317 0.153 "" "" 1.57 0.069 118.28003364189517 -38.07861587531737 9.1622
20188 549.678 1352.9 21.293 0.078 0.938 0.138 "" "" 1.359 0.094 118.82909267921289 -38.294656368209495 9.7174
20250 1002.59 444.292 21.91 0.113 -0.25 0.142 "" "" 1.619 0.122 118.76056141791045 -38.40490375735756 9.6661
20387 1971.65 1296.41 21.541 0.104 0.997 0.168 "" "" 1.701 0.109 118.61045977276711 -38.30283870008374 5.7290
20401 651.972 1556.31 21.244 0.072 1.125 0.136 "" "" 1.28 0.082 118.81310711490619 -38.27016936779331 11.8283
20411 235.638 1916.68 22.029 0.112 -0.182 0.145 "" "" 1.391 0.176 118.87669307381115 -38.22621777444061 5.7689
20427 609.98 992.289 21.647 0.117 1.489 0.278 "" "" 1.776 0.117 118.82026567495336 -38.3382978612103 8.2131
20476 2798.56 1451.0 21.367 0.087 0.986 0.154 "" "" 1.431 0.106 118.48308696381055 -38.28494258055465 10.1026
20533 1164.85 452.513 21.795 0.091 -0.237 0.128 "" "" 1.609 0.097 118.73559520012638 -38.40406475546402 6.4686
20598 1542.21 1568.8 21.447 0.072 0.73 0.126 "" "" 1.438 0.087 118.67617067234572 -38.269508026461295 7.0143
20632 2294.3 1646.35 21.329 0.079 1.407 0.438 "" "" 1.363 0.092 118.56040100007891 -38.260851799089 5.5237
20639 2159.8 2282.67 21.508 0.095 0.254 0.601 "" "" 1.572 0.107 118.58029763283511 -38.183816967973804 8.7155
20648 2478.86 2447.4 21.627 0.115 -0.087 0.533 "" "" 1.684 0.121 118.53102089994027 -38.16421143090372 5.4521
20660 2089.24 597.183 21.296 0.091 2.621 0.533 "" "" 1.361 0.096 118.59324202448029 -38.3874604625517 6.5969
20685 2341.81 701.73 20.811 0.394 0.155 0.754 "" "" 0.822 0.378 118.55426632899533 -38.37506538980103 5.0839
20687 2825.95 569.055 21.448 0.076 0.837 0.136 "" "" 1.46 0.09 118.47996900735667 -38.39156199755591 9.1176
20691 2344.0 750.606 21.45 0.074 1.209 0.154 "" "" 1.596 0.091 118.55386883484888 -38.36916024288399 6.6002
20767 664.609 1550.6 21.517 0.086 1.023 0.172 "" "" 1.585 0.095 118.81117059858651 -38.27087152832108 12.4421
20780 485.642 2131.91 21.833 0.095 1.239 0.247 "" "" 2.131 0.109 118.8379746526965 -38.20044292781648 7.9756
20827 555.091 2517.92 20.734 0.436 2.29 0.502 "" "" 0.83 0.416 118.8268140867819 -38.153855297016555 11.0956
20848 598.953 3566.32 21.464 0.06 -0.16 0.445 "" "" 1.306 0.084 118.81876668964365 -38.02718574465295 11.4384
20860 937.926 1170.76 21.447 0.09 0.817 0.138 "" "" 1.335 0.108 118.76960519619573 -38.317040030933335 7.3678
20877 592.809 1148.82 21.664 0.104 1.219 0.208 "" "" 1.744 0.108 118.82271232867946 -38.31936290715815 5.5887
20908 1662.03 700.851 21.488 0.089 1.004 0.179 "" "" 1.516 0.105 118.65881936717061 -38.37452393142891 7.4236
20938 3276.14 1721.52 21.576 0.086 1.053 0.173 "" "" 1.638 0.096 118.40929812928361 -38.25270212868483 7.9492
20942 3178.68 375.231 21.776 0.11 0.158 0.154 "" "" 1.375 0.142 118.42595878844884 -38.415323966068314 8.8131
20952 1179.09 389.765 21.582 0.092 1.123 0.202 "" "" 1.659 0.103 118.73348293553038 -38.41166214959871 5.1871
20966 1035.35 1594.96 21.411 0.081 1.129 0.168 "" "" 1.392 0.097 118.75409459929143 -38.26586334870943 6.3368
20992 916.548 1813.29 21.69 0.081 0.892 0.185 "" "" 1.796 0.093 118.77209566057728 -38.239362431898705 5.5718
21004 3343.04 235.295 21.439 0.078 0.949 0.161 "" "" 1.379 0.094 118.40085348220384 -38.432393463168076 13.8044
21023 833.521 1787.83 21.445 0.093 0.934 0.169 "" "" 1.384 0.104 118.7848970327046 -38.24236046097931 6.3244
21034 1144.54 1206.94 21.338 0.076 1.279 0.188 "" "" 1.26 0.091 118.73778251329158 -38.31286411900659 9.5259
21035 937.749 970.251 21.435 0.081 0.88 0.139 "" "" 1.323 0.094 118.7698812972281 -38.34127370901315 5.0632
21071 776.286 96.154 21.357 0.07 1.017 0.136 "" "" 1.113 0.098 118.79579968637502 -38.446764664338694 6.6568
21086 743.225 2130.33 21.432 0.066 1.279 0.161 "" "" 1.435 0.089 118.79835967277447 -38.20087931481053 9.0321
21102 1171.34 1023.83 21.571 0.077 1.292 0.207 "" "" 1.568 0.081 118.73388788478391 -38.335020629138924 7.7960
21104 1242.08 1395.66 21.487 0.072 1.083 0.148 "" "" 1.465 0.083 118.72254636033715 -38.29014804647228 7.6803
21108 2325.41 1545.22 21.599 0.083 1.212 0.192 "" "" 1.669 0.096 118.55574172615586 -38.27310417848908 6.3281
21110 1604.57 1054.09 21.502 0.125 1.027 0.214 "" "" 1.498 0.153 118.66721841472952 -38.33177613830707 5.2697
21114 2892.89 1942.35 21.525 0.075 0.995 0.148 "" "" 1.517 0.09 118.46796888356668 -38.22564709118473 8.1964
21131 3979.05 552.402 21.447 0.076 0.972 0.141 "" "" 1.347 0.093 118.30263987287432 -38.394673382463864 6.5054
21136 887.233 1548.94 21.641 0.109 0.978 0.192 "" "" 1.628 0.112 118.77693250386403 -38.27128427524071 8.6837
21161 917.439 2861.41 21.43 0.097 1.692 0.52 "" "" 1.387 0.107 118.77065766350108 -38.11268577793909 6.0641
21169 1974.07 1560.54 21.474 0.062 0.893 0.124 "" "" 1.283 0.097 118.60975972409953 -38.27091782069249 5.5602
21180 1458.95 933.94 21.493 0.077 0.968 0.144 "" "" 1.424 0.084 118.68976428659941 -38.34615891741401 7.6416
21238 1151.86 365.102 21.89 0.124 1.407 0.362 "" "" 1.897 0.126 118.73770159343536 -38.414617015445714 10.8820
21239 941.342 2510.07 21.487 0.07 1.297 0.166 "" "" 1.448 0.078 118.76741741346817 -38.155172081627896 10.1416
21265 209.579 1821.64 21.422 0.084 1.041 0.143 "" "" 1.278 0.098 118.88081898295208 -38.237679635710066 9.5217
21289 1244.92 2083.07 21.726 0.087 0.348 0.147 "" "" 1.563 0.103 118.72125632634925 -38.207069251959865 6.3388
21296 1306.89 2127.64 21.45 0.081 0.957 0.158 "" "" 1.226 0.112 118.71166985613397 -38.201741493772424 6.0148
21300 3149.92 205.218 21.464 0.078 1.354 0.229 "" "" 1.406 0.1 118.4305931772796 -38.43584461361171 5.6183
21317 2733.61 759.88 21.767 0.117 1.278 0.264 "" "" 1.892 0.134 118.49393428368609 -38.36841059322104 5.5553
21326 1317.02 1619.83 21.618 0.09 0.989 0.187 "" "" 1.582 0.1 118.71074214502919 -38.26312589544771 6.4991
21359 64.062 2257.8 21.945 0.101 -0.148 0.149 "" "" 1.552 0.121 118.9026585039855 -38.18482597358822 5.9948
21404 1125.24 1355.44 21.79 0.114 1.322 0.252 "" "" 1.753 0.117 118.74056658112768 -38.29489777627584 7.6991
21408 1150.55 1979.18 21.769 0.122 0.827 0.198 "" "" 1.703 0.125 118.73589963137053 -38.219535651891476 11.3544
21424 3980.87 2324.91 21.5 0.057 1.011 0.143 "" "" 1.339 0.08 118.30015986038646 -38.180446891435416 7.4317
21442 2453.71 2134.46 21.605 0.077 0.713 0.14 "" "" 1.393 0.111 118.5352774667116 -38.20200990979031 16.2789
21453 2618.62 2245.59 21.481 0.09 1.216 0.195 "" "" 1.37 0.099 118.50977593814483 -38.18873568223385 6.4213
21467 2669.13 1206.78 21.594 0.079 0.957 0.157 "" "" 1.515 0.097 118.50329677073113 -38.31433608929447 6.1224
21478 864.074 2268.22 22.3 0.124 -0.235 0.175 "" "" 2.159 0.128 118.77960162624517 -38.184328848337884 6.7237
21502 491.6 827.444 21.598 0.091 0.978 0.174 "" "" 1.51 0.107 118.83867744018535 -38.35810850567762 8.4478
21539 1791.56 393.742 21.578 0.229 1.068 0.284 "" "" 1.478 0.229 118.63927850658285 -38.41176504550409 7.8422
21570 1452.83 1367.82 21.547 0.064 1.062 0.154 "" "" 1.413 0.087 118.69016701338656 -38.29371363757569 7.2606
21574 2633.1 2017.0 21.646 0.094 1.066 0.18 "" "" 1.615 0.114 118.50783260913548 -38.216377241266805 5.1561
21575 1072.59 1064.08 21.691 0.111 1.118 0.204 "" "" 1.634 0.12 118.74902593427136 -38.33006185889955 6.3886
21578 3136.16 3703.48 21.777 0.097 -0.118 0.532 "" "" 1.672 0.106 118.42836735045574 -38.0130258179515 15.9619
21605 1231.96 2917.99 21.493 0.077 1.327 0.195 "" "" "" "" 118.72221327983517 -38.10614710254811 6.8862
21627 3819.01 3022.82 21.643 0.094 1.221 0.19 "" "" 1.537 0.099 118.32418808549917 -38.09594212320309 9.0320
21628 2594.96 546.259 21.633 0.094 0.971 0.195 "" "" 1.5 0.102 118.51552417036713 -38.39409707178088 10.2334
21652 1791.76 1042.68 21.597 0.103 1.21 0.189 "" "" 1.502 0.115 118.63844226415543 -38.33333352463741 7.2758
21655 2556.73 2444.78 21.572 0.09 0.958 0.174 "" "" 1.389 0.111 118.51904754170418 -38.16460228309546 5.5533
21665 1754.9 1084.1 21.682 0.103 1.232 0.218 "" "" 1.585 0.109 118.64406001705882 -38.32829231519511 5.7980
21678 1537.31 2444.46 21.592 0.09 1.017 0.169 "" "" 1.443 0.109 118.67583740894226 -38.1636696533895 7.3782
21694 1140.85 1226.89 21.703 0.072 0.975 0.167 "" "" 1.655 0.091 118.73832528241422 -38.31044941343413 7.2242
21721 108.772 689.684 21.52 0.078 1.272 0.178 "" "" 1.339 0.11 118.89772838275267 -38.374393646017644 9.2194
21740 2822.36 1293.03 21.825 0.089 0.254 0.273 "" "" 1.696 0.104 118.47962253862718 -38.304057770632404 9.7272
21741 1269.86 2177.97 21.812 0.108 0.717 0.156 "" "" 1.667 0.119 118.7173026961159 -38.19562324513467 5.1878
21797 301.455 2619.74 21.657 0.085 0.833 0.149 "" "" 1.419 0.11 118.86569758676436 -38.14130749986297 14.4311
21801 488.786 1042.56 21.519 0.085 1.068 0.19 "" "" 1.17 0.122 118.83884323213881 -38.332106551780484 5.7745
21806 3649.89 1430.72 21.724 0.107 -0.001 0.605 "" "" 1.524 0.121 118.35217534884664 -38.288204803569286 8.9209
21819 49.613 1090.24 21.682 0.108 0.554 0.16 "" "" 1.252 0.126 118.90633000964537 -38.325925423829666 5.3701
21846 3852.19 72.08 21.643 0.104 2.089 0.526 "" "" 1.559 0.124 118.3227474641533 -38.45260501500998 6.2286
21865 2166.07 3260.73 21.719 0.08 0.721 0.138 "" "" 1.462 0.099 118.57811929208664 -38.0656130056874 5.7534
21934 1856.51 2984.43 21.739 0.082 0.838 0.17 "" "" 1.537 0.098 118.62607338419437 -38.09871212763547 5.5539
21965 999.022 1619.15 21.824 0.123 1.162 0.262 "" "" 1.727 0.141 118.75965191560788 -38.26290509222798 10.3490
21966 2352.62 1895.17 21.753 0.092 0.823 0.18 "" "" 1.534 0.106 118.55112238802505 -38.23083457305036 6.8760
21967 1197.25 1878.79 21.778 0.095 0.968 0.21 "" "" 1.617 0.11 118.72884165604242 -38.23171344786083 10.9311
21986 934.16 2647.64 21.651 0.085 1.114 0.214 "" "" 1.423 0.112 118.76835126777131 -38.138538302685404 7.0752
22076 749.957 1270.73 21.712 0.124 0.86 0.205 "" "" 1.411 0.135 118.79839123560403 -38.30477839546512 5.3425
22107 3882.52 570.072 21.689 0.118 0.977 0.447 "" "" 1.399 0.14 118.31746450753236 -38.39244578329317 8.3222
22109 3591.61 107.934 21.689 0.079 1.009 0.208 "" "" 1.395 0.106 118.36278084858864 -38.44802336059312 6.6167
22111 3078.36 3601.69 21.618 0.081 1.094 0.181 "" "" 1.271 0.103 118.43738348696523 -38.02527325240725 5.1120
22114 1400.38 2234.84 21.729 0.107 0.909 0.175 "" "" 1.434 0.117 118.69715778894671 -38.18887420334414 5.5493
22121 1268.6 892.231 21.644 0.081 1.095 0.191 "" "" 1.299 0.115 118.7190923864071 -38.35101856972447 7.5343
22124 3080.94 1211.05 21.699 0.107 1.163 0.552 "" "" 1.425 0.119 118.43995401245489 -38.314212383486606 7.1732
22155 1350.25 681.221 21.71 0.091 0.979 0.178 "" "" 1.407 0.108 118.70679631436454 -38.37659938082439 5.3148
22163 1148.14 1270.84 21.652 0.098 1.176 0.213 "" "" 1.352 0.109 118.7371495091934 -38.30514449024972 5.7308
22165 1602.42 2790.05 21.755 0.082 0.985 0.173 "" "" 1.505 0.107 118.66539436316259 -38.12196311590086 6.9425
22180 688.434 1029.62 21.812 0.106 0.903 0.2 "" "" 1.569 0.129 118.8081529075694 -38.333860726428696 10.1758
22191 579.253 2681.55 21.918 0.116 0.635 0.376 "" "" 1.673 0.128 118.82289480518904 -38.13410172834242 6.9483
22240 710.205 4008.36 21.796 0.104 0.831 0.211 "" "" 1.478 0.122 118.80110716650768 -37.973866066104286 5.1339
22261 3381.98 2960.39 21.765 0.092 0.922 0.195 "" "" 1.437 0.11 118.39148193591967 -38.103071112370316 8.6756
22270 937.791 1944.91 21.793 0.093 0.973 0.206 "" "" 1.511 0.122 118.76866506064262 -38.223474863115996 6.9484
22273 1119.67 1251.2 21.668 0.109 1.08 0.218 "" "" 1.162 0.176 118.74155264764818 -38.30749108660072 5.0558
22275 959.178 272.58 21.863 0.143 1.125 0.269 "" "" 1.613 0.155 118.76745143162624 -38.425615788373456 10.0145
22286 1958.24 1807.07 21.851 0.102 1.079 0.22 "" "" 1.644 0.127 118.61188841896758 -38.2411067175417 5.6199
22289 1450.37 2064.65 21.796 0.102 0.94 0.197 "" "" 1.469 0.113 118.68968044090595 -38.2094912765567 10.6132
22310 946.966 402.121 22.173 0.163 1.659 0.526 "" "" 1.931 0.167 118.76916887896657 -38.40994761495043 7.9412
22332 67.825 863.202 21.722 0.098 0.982 0.251 "" "" 1.293 0.132 118.90381076285624 -38.35338296145329 10.5810
22337 2258.24 1231.37 21.769 0.123 1.628 0.286 "" "" 1.499 0.135 118.56646220867012 -38.31097260472806 9.6050
22339 1151.96 2885.37 21.588 0.115 1.076 0.21 "" "" 0.937 0.157 118.73455797863566 -38.1100133851082 5.4642
22347 626.22 2093.35 22.11 0.149 0.402 0.272 "" "" 1.787 0.159 118.81640124940967 -38.20523729568571 6.4781
22354 354.002 1208.76 21.651 0.098 1.062 0.173 "" "" 1.243 0.106 118.85936707231433 -38.31189092462041 7.1975
22397 529.387 1276.19 21.933 0.111 0.846 0.213 "" "" 1.616 0.126 118.83230870306122 -38.30390833136597 11.8364
22434 2294.52 2106.56 21.773 0.074 0.937 0.182 "" "" 1.253 0.12 118.55979593662578 -38.20523027301442 10.1146
22438 395.983 3806.11 21.814 0.105 1.355 0.312 "" "" 1.478 0.122 118.84968637329561 -37.99801094159159 10.1148
22441 2356.36 946.578 21.863 0.113 0.024 0.591 "" "" 1.444 0.124 118.55172458792387 -38.345486522055225 5.4519
22464 701.715 97.643 21.93 0.11 0.77 0.214 "" "" 1.559 0.132 118.80726705358965 -38.446513649956486 5.4152
22471 1424.44 408.974 22.117 0.531 0.513 0.734 "" "" "" "" 118.69572361914743 -38.40957428831607 13.1803
22523 958.111 1881.79 21.849 0.117 0.973 0.209 "" "" 1.423 0.128 118.76561813783606 -38.2311230108173 15.6235
22533 1766.03 1901.31 21.94 0.121 0.881 0.202 "" "" 1.552 0.143 118.64133384755357 -38.22953357844165 5.3898
22557 927.075 3669.87 21.882 0.11 0.921 0.233 "" "" 1.447 0.128 118.76817213588518 -38.01498315705601 6.7690
22599 1360.89 1264.58 21.845 0.118 1.025 0.252 "" "" 1.368 0.135 118.7044357712336 -38.30610379274971 12.3940
22600 1142.55 3104.95 21.89 0.099 0.961 0.277 "" "" 1.435 0.124 118.73573271183635 -38.08346562016465 8.2183
22652 877.389 1205.16 21.923 0.099 1.03 0.234 "" "" 1.45 0.115 118.77887324724732 -38.312824710715795 8.7351
22690 2260.24 3731.04 21.989 0.137 0.626 0.445 "" "" 1.462 0.159 118.56305193576075 -38.00886029279061 8.2534
22695 2381.19 1024.57 21.937 0.173 2.046 0.577 "" "" 1.483 0.185 118.54780886271126 -38.33608393904366 5.1962
22706 483.612 2383.84 22.053 0.139 0.762 0.233 "" "" 1.52 0.155 118.83797416871882 -38.16999232047345 6.4469
22713 1143.42 2335.15 21.853 0.107 1.117 0.248 "" "" 1.202 0.152 118.73655440310704 -38.1765057401542 9.2628
22729 1072.56 1665.42 21.918 0.113 1.347 0.291 "" "" 1.42 0.149 118.74828414655599 -38.257382891264974 9.0716
22734 905.181 3693.36 22.028 0.123 0.03 0.593 "" "" 1.448 0.137 118.77151033400139 -38.01212325646738 5.5804
22760 1404.43 879.503 22.02 0.135 0.502 0.217 "" "" 1.278 0.152 118.69821717449794 -38.35268631578579 14.0149
22896 2524.56 882.304 22.161 0.142 0.915 0.29 "" "" "" "" 118.52593476559322 -38.35341504445206 8.7751
4101 3883.98 4080.86 18.302 0.017 1.137 0.029 0.413 0.057 1.326 0.028 118.3128822571265 -37.96812757636757 7.1118
5862 1205.72 320.139 19.351 0.125 0.426 0.15 "" "" 0.689 0.284 118.72947359362031 -38.42010263531547 12.4054
6287 3739.63 266.382 19.021 0.034 1.032 0.046 0.389 0.083 1.327 0.044 118.339818313762 -38.42901410909345 5.0900
7071 57.893 407.59 19.182 0.046 1.116 0.064 0.521 0.12 1.347 0.051 118.90590385020525 -38.4084395120905 5.7130
157 3982.98 68.142 14.547 0.04 0.438 0.049 0.404 0.052 0.889 0.05 118.30263650704491 -38.453205585126916 11.3956
1542 3864.96 181.405 16.787 0.032 1.052 0.04 1.096 0.054 -0.125 0.071 118.32064770708728 -38.439403983416376 7.0828
7973 625.241 3945.12 20.681 0.105 -0.329 0.116 "" "" 2.959 0.126 118.81425334801965 -37.98142840239504 13.6309
4867 3971.85 101.949 18.749 0.029 0.583 0.041 0.364 0.06 0.839 0.043 118.30430636794675 -38.44910901095154 7.3252
8502 485.23 4025.97 19.475 0.031 1.056 0.046 0.459 0.125 0.751 0.066 118.83568705356411 -37.9715233359771 6.9900
8614 230.886 4029.8 20.476 0.098 -0.078 0.111 "" "" 1.634 0.198 118.87480107402037 -37.9708180964171 6.7746
8648 4010.94 406.639 19.591 0.032 1.354 0.062 "" "" 1.67 0.046 118.29791603276435 -38.41232092266126 5.5072
6786 42.322 3557.0 19.225 0.051 0.956 0.065 "" "" "" "" 118.90438956581644 -38.02778181600588 6.9667
8725 3992.51 423.608 20.239 0.035 1.817 0.098 "" "" 3.178 0.047 118.30072955266088 -38.41025246133816 5.9998
8149 48.037 224.556 19.437 0.041 1.309 0.06 0.972 0.188 1.495 0.046 118.90764691631652 -38.430551910827454 6.8096
10557 844.584 3793.66 19.668 0.126 1.391 0.189 0.198 0.424 0.57 0.288 118.78070581609354 -37.99994309695608 8.5968
11675 100.989 130.901 19.857 0.041 2.165 0.078 -0.595 0.244 1.373 0.048 118.89961900729861 -38.44192166056454 6.7205
11079 4.034 673.196 20.781 0.077 1.766 0.182 "" "" 2.43 0.079 118.9138578273065 -38.37628661817285 16.4240
12520 467.164 1042.39 21.505 0.515 -0.376 0.551 "" "" "" "" 118.84216896346481 -38.33210649677423 7.6770
13019 7.104 611.559 21.127 0.123 -0.317 0.143 "" "" 1.601 0.136 118.91346215900303 -38.383739092226136 9.8913
13914 4045.06 94.539 20.562 0.051 1.155 0.09 "" "" 2.707 0.098 118.29305567543037 -38.4500743503451 6.2033
14335 767.696 134.24 19.703 0.08 2.04 0.12 "" "" 0.237 0.101 118.79707357738712 -38.442153343319646 6.0781
14463 359.665 3970.89 20.406 0.045 1.092 0.073 0.263 0.238 1.259 0.057 118.8550676469325 -37.978060756564666 6.4448
14836 4011.55 43.842 20.476 0.049 0.975 0.081 0.818 0.441 1.24 0.061 118.2982725280139 -38.45616974455081 5.4100
15042 4047.38 90.392 21.039 0.1 1.231 0.165 "" "" 2.029 0.102 118.29270400072934 -38.450577774069984 7.0042
15069 4081.56 123.31 20.516 0.045 0.998 0.083 "" "" 1.187 0.069 118.28740616823264 -38.44663181735257 7.6145
15115 37.639 3454.48 20.216 0.114 2.016 0.157 "" "" 1.211 0.119 118.9052370744931 -38.04016808944405 5.4892
15725 3347.43 121.933 20.639 0.049 1.023 0.093 "" "" 1.356 0.074 118.40031899710658 -38.446098763287985 6.2264
16163 829.319 320.802 19.31 0.25 2.46 0.342 "" "" -0.457 0.274 118.787364231823 -38.41966386841608 8.9590
17642 3733.83 27.241 20.719 0.057 2.267 0.279 "" "" 1.158 0.07 118.3410071981765 -38.457911556473114 5.2535
9650 456.083 3851.5 19.776 0.034 1.113 0.057 0.491 0.147 1.529 0.044 118.84038649617618 -37.99258229511896 5.0926
18069 1721.92 1623.58 21.006 0.061 1.083 0.103 "" "" 1.463 0.068 118.64846280831867 -38.26305845383111 13.2704
18265 15.692 133.642 20.883 0.077 1.352 0.127 "" "" 1.297 0.088 118.91273450742754 -38.44150910765369 8.1169
12148 3740.8 191.101 20.155 0.045 1.404 0.081 "" "" 1.633 0.057 118.33973180579693 -38.43811380904935 5.6021
18641 2014.06 1546.81 21.1 0.064 1.386 0.116 "" "" 1.59 0.074 118.603626199302 -38.27261535357264 13.4769
18715 1656.7 1370.6 21.85 0.127 -0.317 0.157 "" "" 2.016 0.129 118.65880782199253 -38.29357188996137 6.9395
18721 1152.24 868.502 21.776 0.098 -0.29 0.119 "" "" 1.918 0.098 118.73701831279963 -38.353775627555336 8.8979
18988 1509.24 805.249 21.647 0.069 -0.381 0.106 "" "" 1.459 0.097 118.68218928793029 -38.36176063923755 17.8632
19629 3547.53 587.939 21.441 0.063 0.445 0.111 "" "" "" "" 118.36896467117317 -38.389967169210536 13.5032
19927 3656.8 352.38 21.25 0.058 1.094 0.125 "" "" 1.418 0.079 118.35245104165806 -38.418541329120984 6.6919
20035 1129.66 925.578 21.455 0.098 0.231 0.14 "" "" 1.441 0.102 118.74042033153403 -38.346855814278186 10.6079
20044 4077.18 2168.48 21.578 0.082 0.062 0.151 "" "" 1.649 0.097 118.28554129550625 -38.199445042260585 21.4168
20259 1514.45 1765.6 21.432 0.096 0.778 0.15 "" "" "" "" 118.68019595892044 -38.24569600577711 18.0500
20495 2907.32 1608.22 21.27 0.155 0.362 0.577 "" "" 0.926 0.239 118.4661642441985 -38.26604434014268 17.3548
20599 883.612 1262.84 22.06 0.116 -0.38 0.148 "" "" 1.515 0.137 118.77784453932499 -38.30585934056409 20.7840
20600 873.219 1073.98 21.418 0.096 1.059 0.162 "" "" 1.493 0.104 118.77967742885613 -38.32867536756539 21.4452
